City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Grindavik,IS,63.8424,-22.4338,55.35,66,0,21.85,clear sky
469,Saint Marys,US,30.7305,-81.5465,91.06,75,40,17.27,scattered clouds
470,Puerto Madero,MX,14.7208,-92.4215,85.53,69,44,9.55,scattered clouds
471,Salamiyah,SY,35.0113,37.0532,61.09,65,0,18.77,clear sky
472,Fernley,US,39.608,-119.2518,72.28,15,10,5.99,clear sky
473,Noumea,NC,-22.2763,166.4572,78.78,99,27,5.48,scattered clouds
474,Maldonado,UY,-34.6667,-54.9167,65.59,52,43,2.06,scattered clouds
475,Sompeta,IN,18.9333,84.6,83.97,75,87,6.69,overcast clouds
476,Touho,NC,-20.7833,165.2333,75.9,85,54,7.61,broken clouds
477,Santiago Del Estero,AR,-27.7951,-64.2615,78.28,28,0,11.97,clear sky
478,Olafsvik,IS,64.8945,-23.7142,45.55,64,1,11.9,clear sky
479,Peleduy,RU,59.6289,112.7406,42.62,95,89,0.58,overcast clouds
480,Miles City,US,46.4083,-105.8406,54.57,37,0,11.5,clear sky
481,Tiznit,MA,29.5833,-9.5,78.08,45,15,3.91,few clouds
482,Balykshi,KZ,47.0667,51.8667,62.6,82,40,17.9,mist
483,Sohag,EG,26.557,31.6948,80.89,19,0,11.72,clear sky
484,Irituia,BR,-1.7711,-47.4381,84.99,66,45,4.27,scattered clouds
485,Shu,KZ,43.5983,73.7614,50.59,88,100,8.1,overcast clouds
486,Livani,LV,56.3543,26.1758,47.5,68,100,3.87,overcast clouds
487,Moerai,PF,-22.4333,-151.3333,78.19,70,21,8.84,few clouds
488,Nouadhibou,MR,20.931,-17.0347,69.78,73,1,21.85,clear sky
489,Tamandare,BR,-8.7597,-35.1047,79.97,77,10,14.67,clear sky
490,Hermosillo,MX,29.0667,-110.9667,94.68,16,75,7.0,broken clouds
491,Babu,CN,24.4167,111.5167,68.14,98,100,1.23,overcast clouds
492,Elko,US,41.0002,-115.5012,61.05,23,62,7.0,broken clouds
493,Kununurra,AU,-15.7667,128.7333,60.78,77,93,0.0,overcast clouds
494,Tahoua,NE,14.8888,5.2692,91.38,33,20,17.27,thunderstorm with light rain
495,Chumikan,RU,54.7183,135.315,29.95,97,100,6.8,overcast clouds
496,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,85.96,23,5,1.92,clear sky
497,Tiksi,RU,71.6872,128.8694,30.58,87,100,5.44,overcast clouds
498,Valparai,IN,10.3667,76.9667,62.85,93,93,3.36,overcast clouds
499,Haysville,US,37.5645,-97.3523,68.31,32,0,11.5,clear sky
500,Labuhan,ID,-6.8844,112.2051,79.52,84,100,10.96,light rain
501,Moindou,NC,-21.6924,165.677,74.91,85,26,5.86,scattered clouds
502,Masuguru,TZ,-11.3667,38.4167,72.16,61,6,0.72,clear sky
503,Laguna,US,38.421,-121.4238,85.08,30,0,5.75,clear sky
504,Red Bluff,US,40.1785,-122.2358,83.86,15,0,19.57,clear sky
505,Tura,IN,25.5198,90.2201,72.48,93,98,3.62,overcast clouds
506,Reynosa,MX,26.0833,-98.2833,90.97,65,100,13.8,overcast clouds
507,Tecoanapa,MX,16.5167,-98.75,85.1,58,0,10.56,clear sky
508,Williston,US,48.147,-103.618,56.03,31,100,3.0,overcast clouds
509,San Juan,AR,-31.5375,-68.5364,76.37,15,30,5.82,scattered clouds
510,Juneau,US,58.3019,-134.4197,61.84,62,40,5.75,scattered clouds
511,Imbituba,BR,-28.24,-48.6703,66.09,79,98,5.01,overcast clouds
512,Yantzaza,EC,-3.8278,-78.7594,81.75,58,76,3.47,light rain
513,Fare,PF,-16.7,-151.0167,80.55,69,6,14.52,clear sky
514,Tignere,CM,7.3667,12.65,68.31,91,100,2.95,light rain
515,Kamaishi,JP,39.2667,141.8833,53.06,88,100,4.83,overcast clouds
516,Emerald,AU,-23.5333,148.1667,61.34,87,96,12.66,overcast clouds
517,Kankaanpaa,FI,61.8,22.4167,48.96,56,99,4.9,overcast clouds
518,Rio Grande,BR,-32.035,-52.0986,69.91,67,0,6.93,clear sky
519,Skegness,GB,53.1436,0.3363,68.02,82,100,7.43,overcast clouds
520,Pacific Grove,US,36.6177,-121.9166,65.21,83,20,10.36,few clouds
521,Chaihe,CN,44.7667,129.7,48.22,73,14,0.81,few clouds
522,Axim,GH,4.8699,-2.2405,76.17,86,100,4.92,overcast clouds
523,Namatanai,PG,-3.6667,152.4333,79.05,72,67,9.4,broken clouds
524,Aklavik,CA,68.2191,-135.0107,26.6,86,100,8.05,light snow
525,Rypefjord,NO,70.6333,23.6667,48.67,61,75,4.61,broken clouds
526,Parambu,BR,-6.2111,-40.6944,79.05,61,95,7.78,overcast clouds
527,Chato,TZ,-2.6378,31.7669,72.43,65,100,2.15,overcast clouds
528,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,0,6.91,clear sky
529,Minna,NG,9.6139,6.5569,78.01,73,97,9.42,moderate rain
530,Robe,AU,-37.1833,139.75,52.09,73,8,9.98,clear sky
531,Fomboni,KM,-12.28,43.7425,81.59,73,54,12.64,broken clouds
532,Agogo,GH,6.8,-1.0819,69.51,91,100,2.21,overcast clouds
533,San Andres,CO,12.5847,-81.7006,87.82,74,100,12.66,overcast clouds
534,Maunabo,PR,18.0072,-65.8993,90.64,75,78,13.02,broken clouds
535,Alamosa,US,37.4695,-105.87,58.98,33,20,16.11,few clouds
536,Myitkyina,MM,25.3833,97.4,72.12,97,30,1.95,scattered clouds
537,San Cristobal,VE,7.7669,-72.225,82.58,41,1,8.05,clear sky
538,Gweru,ZW,-19.45,29.8167,51.03,32,0,5.3,clear sky
539,Bang Saphan,TH,11.2126,99.5117,75.15,97,100,4.79,overcast clouds
540,Chernyshevskiy,RU,63.0128,112.4714,47.41,78,75,3.56,broken clouds
541,Tibati,CM,6.4667,12.6333,71.46,87,100,3.53,moderate rain
542,Mwense,ZM,-10.3845,28.698,72.01,65,100,2.53,overcast clouds
543,Nicoya,CR,10.1483,-85.452,88.05,60,86,4.97,overcast clouds
544,Evinayong,GQ,1.4368,10.5512,68.52,99,62,2.66,broken clouds
545,Dingzhou,CN,38.5131,114.9956,62.71,41,88,1.81,overcast clouds
546,Evensk,RU,61.95,159.2333,37.83,92,98,2.33,overcast clouds
547,Iwanai,JP,42.9744,140.5089,54.64,93,100,3.78,overcast clouds
548,Betanzos,ES,43.2804,-8.2147,63.25,83,100,5.75,overcast clouds
549,Gelgaudiskis,LT,55.0792,22.9758,50.25,82,100,7.05,overcast clouds
550,Lake Lucerne,US,25.9651,-80.2414,89.02,69,75,18.41,broken clouds
551,Samarai,PG,-10.6167,150.6667,80.47,79,30,6.87,scattered clouds
552,Ayr,GB,55.4627,-4.6339,57.18,82,40,12.66,light rain
553,Hurghada,EG,27.2574,33.8129,82.44,23,0,23.02,clear sky
554,Deputatskiy,RU,69.3,139.9,27.28,94,84,3.36,broken clouds
555,Launceston,AU,-41.45,147.1667,38.16,93,100,6.91,overcast clouds
556,Mayumba,GA,-3.432,10.6554,75.85,80,88,6.46,overcast clouds
557,Port-Gentil,GA,-0.7193,8.7815,78.76,83,75,12.66,broken clouds
558,Kashi,CN,39.4547,75.9797,67.21,42,100,15.66,overcast clouds
559,Idukki,IN,9.85,76.9667,69.21,98,100,1.88,overcast clouds
560,Touros,BR,-5.1989,-35.4608,79.3,85,24,13.62,few clouds
561,Nioki,CD,-2.7167,17.6833,72.79,96,100,3.11,moderate rain
562,Harper,LR,4.375,-7.7169,76.84,80,100,6.64,light rain
563,Tchibanga,GA,-2.85,11.0333,69.96,90,15,2.68,few clouds
564,Birao,CF,10.2849,22.7882,91.62,21,100,5.44,overcast clouds
565,Ada,US,43.4166,-116.1262,62.49,42,0,14.97,clear sky
566,Arroyo,ES,41.6096,-4.7969,70.14,59,20,9.22,few clouds
567,Trapani,IT,37.8333,12.6667,72.9,64,0,8.05,clear sky
568,Ucluelet,CA,48.9329,-125.5528,54.09,84,100,1.01,overcast clouds
569,Kirakira,SB,-10.4544,161.9205,79.43,83,95,3.33,overcast clouds
570,Mahibadhoo,MV,3.7833,72.9667,83.21,77,12,12.3,few clouds
571,Araouane,ML,18.9048,-3.5265,96.58,7,0,11.95,clear sky
572,Villa Carlos Paz,AR,-31.4241,-64.4978,75.4,29,0,18.01,clear sky
573,Kyshtovka,RU,56.555,76.6271,50.68,68,86,14.23,light rain
574,Magistralnyy,RU,56.1725,107.4458,42.4,92,100,2.71,overcast clouds
575,San Carlos Del Zulia,VE,9.0,-71.9135,93.43,45,2,4.05,clear sky
576,Rudnichnyy,RU,59.617,52.4703,32.81,98,100,5.19,light snow
577,Juan Lacaze,UY,-34.4342,-57.4381,69.87,58,98,1.45,overcast clouds
578,Cabedelo,BR,-6.9811,-34.8339,81.27,81,17,18.84,few clouds
579,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,43,0,17.27,clear sky
580,Kieta,PG,-6.2167,155.6333,77.79,82,75,2.73,broken clouds
581,Hohhot,CN,40.8106,111.6522,55.69,76,0,2.24,clear sky
582,Abeche,TD,13.8292,20.8324,92.12,11,94,13.6,overcast clouds
583,Boden,SE,65.8252,21.6886,53.6,85,100,2.26,overcast clouds
584,Sinnamary,GF,5.3833,-52.95,80.83,80,94,6.42,overcast clouds
585,Amahai,ID,-3.3333,128.9167,77.83,87,99,1.9,overcast clouds
586,Egvekinot,RU,66.3167,-179.1667,43.39,56,99,3.33,overcast clouds
587,Banjar,ID,-8.19,114.9675,76.35,85,98,4.05,overcast clouds
588,Guozhen,CN,34.3659,107.359,65.64,67,4,4.34,clear sky
589,Peniche,PT,39.3558,-9.3811,64.29,93,100,12.71,overcast clouds
590,Dire,ML,12.2833,-10.9667,97.11,22,94,1.32,overcast clouds
591,Verkhoyansk,RU,67.5447,133.385,41.65,81,27,2.73,scattered clouds
592,Guilin,CN,25.2819,110.2864,66.31,98,100,2.62,overcast clouds
593,Kralendijk,BQ,12.15,-68.2667,87.78,58,0,24.16,clear sky
594,Balakovo,RU,52.0278,47.8007,45.97,87,100,1.77,light rain
595,Richards Bay,ZA,-28.783,32.0377,64.0,89,100,18.03,light rain
596,Fort Frances,CA,48.5999,-93.4003,54.16,41,100,8.05,overcast clouds
597,Tongzhou,CN,39.9053,116.5994,69.91,73,0,2.24,clear sky
598,Senno,RU,59.5336,33.9167,38.26,64,1,5.01,clear sky
599,Flores Costa Cuca,GT,14.65,-91.8167,80.33,85,75,6.91,broken clouds
600,Charters Towers,AU,-20.1,146.2667,64.47,82,100,11.77,overcast clouds
601,Beyla,GN,8.6833,-8.6333,71.53,86,81,2.77,light rain
602,Kurtalan,TR,37.9272,41.7028,69.55,40,99,4.9,overcast clouds
603,Ola,RU,59.5833,151.2833,41.14,90,100,18.92,light rain
604,Nelson Bay,AU,-32.7167,152.15,59.0,99,100,1.01,light rain
605,Stepnyak,KZ,52.8339,70.7803,45.84,60,6,17.43,clear sky
606,Salcedo,PH,12.8105,121.4674,78.21,82,100,4.18,overcast clouds
607,Tucupita,VE,9.0622,-62.051,82.89,70,100,5.32,overcast clouds
608,Murgab,TM,37.4966,61.9714,64.27,59,0,0.0,clear sky
609,Kasempa,ZM,-13.4584,25.8338,60.62,53,55,5.08,broken clouds
610,Villamontes,BO,-21.25,-63.5,78.96,33,0,5.41,clear sky
611,Ulladulla,AU,-35.35,150.4667,54.5,85,100,8.1,moderate rain
612,Lahaina,US,20.8783,-156.6825,83.44,75,14,7.63,few clouds
613,Hermiston,US,45.8404,-119.2895,67.64,46,0,0.0,clear sky
614,Ayan,RU,56.45,138.1667,30.69,90,88,5.26,overcast clouds
615,Kokopo,PG,-4.352,152.2633,76.06,75,73,3.44,broken clouds
616,Bull Savanna,JM,17.8868,-77.5902,82.22,65,100,17.22,overcast clouds
617,Piacabucu,BR,-10.4056,-36.4344,79.68,67,0,11.61,clear sky
618,Uvira,CD,-3.4067,29.1458,74.73,79,90,2.1,light rain
619,Los Algarrobos,PA,8.5,-82.4333,86.41,66,40,8.05,scattered clouds
620,Vila Velha,BR,-20.3297,-40.2925,75.15,69,75,8.05,broken clouds
621,Batsfjord,NO,70.6345,29.7185,40.93,93,75,9.22,broken clouds
622,Vao,NC,-22.6667,167.4833,74.88,86,100,9.66,overcast clouds
623,Jasper,US,37.2001,-94.3502,63.9,50,40,12.66,scattered clouds
624,Faya,SA,18.3851,42.4509,75.31,26,0,2.48,clear sky
625,Dali,CN,25.7,100.1833,61.12,90,62,3.4,broken clouds
626,Bilma,NE,18.6853,12.9164,92.05,9,95,6.51,overcast clouds
627,Union,US,40.6334,-74.2663,94.55,48,0,10.36,clear sky
628,Tambura,SS,5.6,27.4667,71.94,88,95,2.21,light rain
629,Pandan Niog,PH,6.2282,120.5631,81.99,78,100,7.94,moderate rain
630,Bandar-E Lengeh,IR,26.5579,54.8807,86.11,79,0,4.61,clear sky
631,Loubomo,CG,-4.1997,12.6739,70.86,87,39,6.89,scattered clouds
632,Manado,ID,1.487,124.8455,74.17,100,40,1.14,scattered clouds
633,Isla Mujeres,MX,21.2311,-86.731,86.16,74,1,18.28,clear sky
634,Lahat,ID,-3.8,103.5333,72.99,97,92,2.21,overcast clouds
635,Baykit,RU,61.67,96.37,48.16,91,0,3.47,clear sky
636,Abu Dhabi,AE,24.4667,54.3667,86.02,63,0,5.75,clear sky
637,Luza,RU,60.6308,47.2512,32.63,98,100,8.99,snow
638,Tukrah,LY,32.5341,20.5791,65.34,74,0,3.8,clear sky
639,Felanitx,ES,39.4696,3.1483,77.52,64,11,5.19,few clouds
640,Kruisfontein,ZA,-34.0033,24.7314,54.88,76,100,2.8,overcast clouds
641,Matthews,US,35.1168,-80.7237,89.74,66,75,12.66,light rain
642,Eureka,US,40.8021,-124.1637,60.13,76,96,5.01,overcast clouds
643,Satun,TH,6.8333,100.0,78.8,92,100,3.2,overcast clouds
644,Chunoyar,RU,57.4467,97.3217,45.12,89,6,3.02,clear sky
645,Naron,ES,43.5167,-8.1528,63.03,92,100,3.8,overcast clouds
646,Yuryevets,RU,57.3201,43.1041,34.3,74,89,10.33,overcast clouds
647,Pitimbu,BR,-7.4706,-34.8086,81.19,75,16,18.12,few clouds
648,Bowen,AU,-20.0167,148.2333,68.81,84,100,9.1,overcast clouds
649,Pemangkat,ID,1.1667,108.9667,79.43,87,99,4.0,overcast clouds
650,Padron,ES,42.7388,-8.6606,63.72,90,93,2.01,overcast clouds
651,Quimperle,FR,47.8667,-3.55,73.62,60,100,5.75,overcast clouds
652,Kavaratti,IN,10.5669,72.642,83.64,80,91,18.21,overcast clouds
653,Concordia,AR,-31.393,-58.0209,68.07,60,20,9.22,few clouds
654,Tezu,IN,27.9167,96.1667,70.79,87,2,4.54,clear sky
655,Daimiel,ES,39.07,-3.615,78.78,46,20,16.11,few clouds
656,Chalus,IR,36.655,51.4204,63.86,88,0,2.3,clear sky
657,Paracuru,BR,-3.41,-39.0306,79.11,83,26,10.18,scattered clouds
658,San Patricio,US,28.017,-97.5169,79.52,54,99,13.18,overcast clouds
659,Inongo,CD,-1.95,18.2667,71.82,96,97,4.97,light rain
660,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,4.61,broken clouds
661,Huarmey,PE,-10.0681,-78.1522,70.39,72,9,9.57,clear sky
662,Dolores,AR,-36.3132,-57.6792,63.81,40,100,8.1,overcast clouds
663,Vitry-Le-Francois,FR,48.7333,4.5833,72.01,77,30,7.76,scattered clouds
664,Kenai,US,60.5544,-151.2583,57.29,44,0,3.44,clear sky
665,Nyurba,RU,63.2842,118.3319,46.18,69,26,0.49,scattered clouds
666,Kosa,RU,59.9445,54.9977,31.5,98,100,5.53,overcast clouds
667,Inhambane,MZ,-23.865,35.3833,69.78,100,75,6.91,moderate rain
668,Nezhinka,RU,51.7676,55.3694,44.76,93,75,7.0,broken clouds
669,Malakal,SS,9.5334,31.6605,84.6,53,100,6.85,overcast clouds
670,Atagay,RU,55.1033,99.3875,54.39,57,100,2.48,overcast clouds
671,Bo Phloi,TH,14.3236,99.5161,80.31,91,100,4.83,light rain
672,Vestmanna,FO,62.1564,-7.1664,49.12,81,100,2.3,overcast clouds
673,Mandiana,GN,10.6333,-8.6833,82.89,51,100,5.55,light rain
674,Takab,IR,36.4009,47.1133,59.77,37,74,1.39,broken clouds
675,Aranos,NA,-24.1333,19.1167,54.01,52,1,8.25,clear sky
676,Saiha,IN,22.4833,92.9667,67.57,97,100,2.71,overcast clouds
677,Kimovsk,RU,53.9716,38.5319,40.73,66,16,14.92,few clouds
678,Gap,FR,44.6667,6.0,57.85,67,100,2.91,overcast clouds
679,Reitz,ZA,-27.8014,28.4273,45.48,90,6,7.81,clear sky
680,Teguldet,RU,57.3064,88.1667,55.76,51,100,9.6,overcast clouds
681,Khani,GE,41.9563,42.9566,56.77,59,99,6.29,light rain
682,Poum,NC,-20.2333,164.0167,78.33,79,0,11.18,clear sky
683,Buluang,PH,13.3068,123.3425,76.86,92,91,3.15,overcast clouds
684,Whithorn,JM,18.2604,-78.0378,87.06,61,100,5.21,overcast clouds
685,Palmer,US,42.1584,-72.3287,92.44,52,75,8.05,broken clouds
686,Narsaq,GL,60.9167,-46.05,37.62,99,100,5.66,light rain
687,Catuday,PH,16.2923,119.8062,78.89,84,100,10.6,overcast clouds
688,Mangrol,IN,21.1167,70.1167,84.42,72,100,18.16,overcast clouds
689,Grand Gaube,MU,-20.0064,57.6608,75.6,75,7,5.99,clear sky
690,Panaba,MX,21.2833,-88.2667,101.26,27,7,20.0,clear sky
691,Bandarbeyla,SO,9.4942,50.8122,80.69,86,30,16.53,scattered clouds
692,Sur,OM,22.5667,59.5289,91.76,45,0,11.41,clear sky
693,Moberly,US,39.4184,-92.4382,65.43,37,0,13.8,clear sky
694,Annau,TM,37.8876,58.516,67.5,42,0,9.22,clear sky
695,Tilichiki,RU,60.4667,166.1,36.16,83,0,4.12,clear sky
696,Ostersund,SE,63.1792,14.6357,55.85,35,0,3.44,clear sky
697,Farafangana,MG,-22.8167,47.8333,69.55,88,16,3.67,few clouds
698,Port-Cartier,CA,50.0334,-66.8654,57.42,76,100,5.06,overcast clouds
699,Innisfail,AU,-17.5333,146.0333,71.2,86,99,5.3,overcast clouds
700,Svetlyy,RU,54.675,20.1347,48.25,90,100,7.58,overcast clouds
701,La Malbaie,CA,47.6575,-70.1559,66.74,77,70,3.44,broken clouds
702,Sept-Iles,CA,50.2001,-66.3821,57.72,58,75,9.22,broken clouds
703,Santa Quiteria Do Maranhao,BR,-3.5156,-42.5467,80.22,90,25,3.29,scattered clouds
704,Agadir,MA,30.4202,-9.5982,75.65,64,15,4.97,few clouds
