City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Gizo,SB,2022-05-21 04:55:31,-8.103,156.8419,84.38,69,5,9.4
279,Tarakan,ID,2022-05-21 04:55:05,3.3,117.6333,80.1,83,40,6.91
280,Santa Helena De Goias,BR,2022-05-21 04:55:32,-17.8136,-50.5969,51.06,57,0,3.24
281,Saint-Philippe,RE,2022-05-21 04:55:32,-21.3585,55.7679,76.59,82,38,13.56
282,Cam Ranh,VN,2022-05-21 04:55:32,11.9214,109.1591,91.36,55,20,9.22
283,Mount Gambier,AU,2022-05-21 04:55:33,-37.8333,140.7667,60.55,46,6,6.17
284,Aranos,NA,2022-05-21 04:55:33,-24.1333,19.1167,37.17,74,0,14.0
285,Plettenberg Bay,ZA,2022-05-21 04:55:33,-34.0527,23.3716,53.62,83,50,6.71
286,San Fernando,PH,2022-05-21 04:55:34,15.0286,120.6898,89.33,64,81,7.96
287,San Carlos De Bariloche,AR,2022-05-21 04:55:34,-41.1456,-71.3082,45.25,70,40,25.32
288,Ishikari,JP,2022-05-21 04:55:34,43.2397,141.3539,72.27,49,75,20.71
289,Miracatu,BR,2022-05-21 04:55:34,-24.2814,-47.4597,52.34,95,4,1.99
290,Newport,GB,2022-05-21 04:53:24,51.5877,-2.9984,54.14,88,100,8.16
291,Mumford,GH,2022-05-21 04:55:35,5.2618,-0.759,77.63,87,95,9.37
292,Bathsheba,BB,2022-05-21 04:55:35,13.2167,-59.5167,81.21,74,20,16.11
293,Walvis Bay,NA,2022-05-21 04:55:35,-22.9575,14.5053,47.35,71,0,3.44
294,Mocuba,MZ,2022-05-21 04:55:36,-16.8392,36.9856,69.19,89,11,4.36
295,Vredendal,ZA,2022-05-21 04:55:36,-31.6683,18.5012,48.22,83,1,2.8
296,Odweyne,SO,2022-05-21 04:55:37,9.4092,45.064,77.47,54,99,16.17
297,Sola,VU,2022-05-21 04:55:37,-13.8833,167.55,81.46,77,72,11.52
298,Ust-Maya,RU,2022-05-21 04:55:37,60.4167,134.5333,49.37,45,99,8.46
299,Barra Do Garcas,BR,2022-05-21 04:55:37,-15.89,-52.2567,51.62,56,26,1.43
300,Acuexcomac,MX,2022-05-21 04:55:38,19.0333,-98.3833,66.72,54,81,2.1
301,Yulara,AU,2022-05-21 04:55:38,-25.2406,130.9889,72.61,32,62,10.51
302,Manokwari,ID,2022-05-21 04:55:38,-0.8667,134.0833,81.95,78,47,3.51
303,Shenkursk,RU,2022-05-21 04:55:39,62.1091,42.896,37.56,55,100,8.37
304,Lorengau,PG,2022-05-21 04:55:39,-2.0226,147.2712,82.83,80,100,7.65
305,Pochutla,MX,2022-05-21 04:55:39,15.7432,-96.4661,77.83,72,22,4.09
306,Siocon,PH,2022-05-21 04:55:40,7.7061,122.1353,82.9,79,96,3.74
307,Bolshaya Dzhalga,RU,2022-05-21 04:55:40,45.9695,42.6966,55.22,81,99,17.72
308,Kruisfontein,ZA,2022-05-21 04:55:40,-34.0033,24.7314,53.89,88,91,8.63
309,Elko,US,2022-05-21 04:55:41,41.0002,-115.5012,46.42,35,7,7.0
310,Aras,ES,2022-05-21 04:55:41,42.5617,-2.356,54.01,82,0,6.91
311,Meshcherino,RU,2022-05-21 04:55:41,55.1957,38.36,46.85,64,100,5.68
312,Makat,KZ,2022-05-21 04:55:41,47.6469,53.3463,52.16,73,97,19.15
313,Kavaratti,IN,2022-05-21 04:55:42,10.5669,72.642,83.48,76,78,17.16
314,Pangody,RU,2022-05-21 04:52:43,65.85,74.4859,36.0,96,100,11.36
315,Oistins,BB,2022-05-21 04:55:42,13.0667,-59.5333,80.69,74,20,16.11
316,Constitucion,CL,2022-05-21 04:55:42,-35.3333,-72.4167,50.68,85,4,7.14
317,Korla,CN,2022-05-21 04:55:43,41.7597,86.1469,84.99,11,55,20.13
318,Vostok,RU,2022-05-21 04:55:43,46.4856,135.8833,54.54,93,93,1.92
319,Santa Isabel Do Rio Negro,BR,2022-05-21 04:56:44,-0.4139,-65.0192,70.12,98,100,2.1
320,Schladming,AT,2022-05-21 04:56:44,47.3929,13.687,58.53,100,99,5.01
321,Dandong,CN,2022-05-21 04:56:44,40.1292,124.3947,73.78,51,7,11.23
322,Nuuk,GL,2022-05-21 04:56:44,64.1835,-51.7216,34.68,79,100,4.36
323,Bontang,ID,2022-05-21 04:56:45,0.1333,117.5,80.76,83,100,2.98
324,San Isidro,PE,2022-05-21 04:56:45,-12.1167,-77.05,64.02,84,40,10.36
325,Anadyr,RU,2022-05-21 04:56:45,64.75,177.4833,37.9,86,0,4.47
326,San Andres,CO,2022-05-21 04:56:46,12.5847,-81.7006,77.02,94,75,5.75
327,Ust-Tarka,RU,2022-05-21 04:56:46,55.5672,75.705,61.02,55,86,13.62
328,Aswan,EG,2022-05-21 04:56:46,24.0934,32.907,78.1,18,0,13.8
329,Upernavik,GL,2022-05-21 04:55:20,72.7868,-56.1549,12.22,99,89,7.45
330,Boca Do Acre,BR,2022-05-21 04:56:47,-8.7522,-67.3978,66.7,81,88,0.51
331,Nemuro,JP,2022-05-21 04:56:47,43.3236,145.575,50.97,83,25,9.93
332,Coquimbo,CL,2022-05-21 04:56:48,-29.9533,-71.3436,56.93,82,20,5.75
333,Huntsville,US,2022-05-21 04:55:54,34.7304,-86.5861,77.79,74,0,9.22
334,Neman,RU,2022-05-21 04:56:48,55.0311,22.0264,52.11,89,100,3.69
335,Alta,NO,2022-05-21 04:56:48,69.9689,23.2717,42.19,72,75,0.0
336,Kodiak,US,2022-05-21 04:56:49,57.79,-152.4072,44.69,84,100,19.82
337,Rovaniemi,FI,2022-05-21 04:56:49,66.5,25.7167,45.81,61,0,4.61
338,Harper,LR,2022-05-21 04:56:49,4.375,-7.7169,77.41,88,100,8.08
339,Grafton,US,2022-05-21 04:56:50,42.207,-71.6856,61.5,94,100,1.01
340,Phalodi,IN,2022-05-21 04:56:50,27.1333,72.3667,99.59,21,0,21.16
341,Pudem,RU,2022-05-21 04:56:50,58.3044,52.1675,37.63,84,99,8.72
342,Pacific Grove,US,2022-05-21 04:56:50,36.6177,-121.9166,58.21,75,2,3.0
343,Ambulu,ID,2022-05-21 04:56:51,-8.345,113.6058,83.5,77,93,4.43
344,Yining,CN,2022-05-21 04:56:51,29.0361,114.5636,78.06,59,99,1.99
345,Luderitz,NA,2022-05-21 04:56:51,-26.6481,15.1594,50.67,72,0,12.44
346,Chitrakonda,IN,2022-05-21 04:56:52,18.1167,82.0833,93.79,46,86,5.73
347,Vallenar,CL,2022-05-21 04:56:52,-28.5708,-70.7581,59.65,43,79,0.87
348,Aykhal,RU,2022-05-21 04:56:52,66.0,111.5,42.89,73,77,4.76
349,Bonthe,SL,2022-05-21 04:56:53,7.5264,-12.505,77.27,89,100,5.95
350,Soe,ID,2022-05-21 04:56:53,-9.8607,124.284,82.11,45,18,10.89
351,San Vicente,AR,2022-05-21 04:56:53,-26.6167,-54.1333,41.76,98,0,2.13
352,Ilhabela,BR,2022-05-21 04:52:49,-23.7781,-45.3581,60.98,83,4,3.06
353,Sao Jose Da Coroa Grande,BR,2022-05-21 04:56:54,-8.8978,-35.1478,75.07,91,83,4.88
354,Piedras,CO,2022-05-21 04:56:54,4.5383,-74.8818,73.63,83,91,1.5
355,Kargasok,RU,2022-05-21 04:56:54,59.0556,80.8572,55.92,38,58,16.53
356,Stornoway,GB,2022-05-21 04:56:55,58.2093,-6.3865,49.96,89,100,6.91
357,Muravlenko,RU,2022-05-21 04:56:55,63.7898,74.523,39.78,76,100,9.66
358,Katherine,AU,2022-05-21 04:56:55,-14.4667,132.2667,93.52,29,0,11.5
359,Divnomorskoye,RU,2022-05-21 04:56:56,44.5011,38.1353,59.65,75,73,13.53
360,Garmsar,IR,2022-05-21 04:56:56,35.2182,52.3409,83.46,14,32,15.19
361,Flin Flon,CA,2022-05-21 04:56:13,54.7682,-101.865,33.48,64,80,6.44
362,Santa Cruz,BO,2022-05-21 04:54:42,-17.8,-63.1667,56.66,82,43,6.91
363,Kavieng,PG,2022-05-21 04:56:56,-2.5744,150.7967,84.69,70,51,9.78
364,Paka,MY,2022-05-21 04:56:57,4.6374,103.4368,87.73,74,40,4.61
365,Geraldton,AU,2022-05-21 04:56:57,-28.7667,114.6,77.41,38,0,5.75
366,Pitimbu,BR,2022-05-21 04:57:57,-7.4706,-34.8086,75.79,89,92,7.65
367,Hobyo,SO,2022-05-21 04:57:58,5.3505,48.5268,82.38,70,86,20.11
368,Los Llanos De Aridane,ES,2022-05-21 04:57:58,28.6585,-17.9182,64.15,86,40,9.22
369,Bilibino,RU,2022-05-21 04:57:58,68.0546,166.4372,43.79,78,100,3.27
370,Imeni Poliny Osipenko,RU,2022-05-21 04:57:59,52.4201,136.4853,45.43,87,100,11.3
371,Saint George,US,2022-05-21 04:56:16,37.1041,-113.5841,60.8,16,1,8.63
372,Homer,US,2022-05-21 04:57:59,59.6425,-151.5483,54.77,45,100,6.35
373,Cooma,AU,2022-05-21 04:57:59,-36.2333,149.1333,55.04,49,95,3.85
374,Doha,QA,2022-05-21 04:58:00,25.2867,51.5333,100.38,17,0,14.97
375,Smithers,CA,2022-05-21 04:58:00,54.7804,-127.1743,52.12,43,75,5.75
376,Victoria,HK,2022-05-21 04:54:15,22.2855,114.1577,85.32,70,78,10.0
377,Kalianget,ID,2022-05-21 04:58:00,-7.05,113.9333,84.56,71,97,7.31
378,Finschhafen,PG,2022-05-21 04:58:01,-6.6024,147.8681,84.56,68,9,8.16
379,Tombouctou,ML,2022-05-21 04:58:01,20.0,-3.0,84.9,10,83,6.58
380,Luwuk,ID,2022-05-21 04:58:01,-0.9516,122.7875,75.38,91,99,4.99
381,Cullen,GB,2022-05-21 04:58:02,57.6904,-2.8182,51.89,79,37,11.99
382,Hamilton,US,2022-05-21 04:55:17,39.1834,-84.5333,78.24,71,0,1.01
383,Haines Junction,CA,2022-05-21 04:58:02,60.7522,-137.5108,58.95,31,31,8.05
384,Zabaykalsk,RU,2022-05-21 04:58:02,49.6333,117.3167,72.39,16,30,14.16
385,Kuching,MY,2022-05-21 04:58:03,1.55,110.3333,88.02,74,40,3.44
386,San Policarpo,PH,2022-05-21 04:58:03,12.1791,125.5072,83.84,76,100,11.9
387,Canton,CN,2022-05-21 04:58:03,23.1167,113.25,85.87,63,88,2.71
388,Tura,IN,2022-05-21 04:53:57,25.5198,90.2201,81.95,78,12,5.3
389,Mpika,ZM,2022-05-21 04:58:04,-11.8343,31.4529,59.2,88,99,3.96
390,Sibolga,ID,2022-05-21 04:57:12,1.7427,98.7792,86.0,68,88,4.88
391,Whitehorse,CA,2022-05-21 04:56:35,60.7161,-135.0538,57.97,35,75,2.3
392,Ust-Kuyga,RU,2022-05-21 04:58:04,70.0167,135.6,35.94,93,100,0.25
393,Jabinyanah,TN,2022-05-21 04:58:05,35.035,10.9081,60.6,75,5,4.65
394,Trinidad,BO,2022-05-21 04:54:42,-14.8333,-64.9,60.71,60,75,2.42
395,Klyuchi,RU,2022-05-21 04:58:05,52.2667,79.1667,80.8,24,29,10.47
396,Tecolutilla,MX,2022-05-21 04:58:05,18.2833,-93.3167,85.41,51,99,2.66
397,Fallon,US,2022-05-21 04:56:13,39.4735,-118.7774,49.91,16,0,9.4
398,Adre,TD,2022-05-21 04:58:06,13.4667,22.2,81.61,13,60,19.04
399,Dzaoudzi,YT,2022-05-21 04:58:06,-12.7887,45.2699,80.49,78,75,10.36
400,Ilulissat,GL,2022-05-21 04:58:06,69.2167,-51.1,26.74,79,100,5.53
401,Goma,CD,2022-05-21 04:58:07,-1.6792,29.2228,63.1,86,100,2.3
402,Soure,BR,2022-05-21 04:58:07,-0.7167,-48.5233,74.05,91,91,4.09
403,Macia,MZ,2022-05-21 04:58:07,-25.0269,33.0989,66.22,94,66,3.4
404,Otavi,NA,2022-05-21 04:58:08,-19.65,17.3333,38.34,37,0,13.44
405,Palauig,PH,2022-05-21 04:58:08,15.435,119.9045,84.52,71,80,7.11
406,Verkhoyansk,RU,2022-05-21 04:58:09,67.5447,133.385,48.67,48,20,2.86
407,Vila Do Maio,CV,2022-05-21 04:58:09,15.1333,-23.2167,70.59,84,75,14.74
408,Kindu,CD,2022-05-21 04:58:09,-2.95,25.95,70.05,98,100,2.24
409,Yertarskiy,RU,2022-05-21 04:58:10,56.7902,64.2995,41.31,93,100,10.78
410,Baruun-Urt,MN,2022-05-21 04:58:10,46.6806,113.2792,79.12,16,4,5.53
411,Kalmunai,LK,2022-05-21 04:59:10,7.4167,81.8167,89.71,56,13,3.4
412,Gao,ML,2022-05-21 04:59:11,16.6362,1.637,83.25,33,80,5.35
413,Riyadh,SA,2022-05-21 04:58:10,24.6877,46.7219,87.94,8,0,9.22
414,Rocha,UY,2022-05-21 04:59:11,-34.4833,-54.3333,45.75,88,48,6.17
415,Bikaner,IN,2022-05-21 04:59:11,28.0167,73.3,98.22,23,0,23.69
416,Zhangjiakou,CN,2022-05-21 04:59:12,40.81,114.8794,85.41,10,0,3.91
417,Bayir,TR,2022-05-21 04:59:12,37.2687,28.2167,52.32,47,1,1.95
418,Khatanga,RU,2022-05-21 04:59:12,71.9667,102.5,45.54,67,100,13.65
419,Phan Thiet,VN,2022-05-21 04:55:54,10.9333,108.1,88.18,63,100,8.46
420,Nelson Bay,AU,2022-05-21 04:55:04,-32.7167,152.15,64.0,93,91,1.01
421,Grindavik,IS,2022-05-21 04:59:13,63.8424,-22.4338,44.55,93,0,9.22
422,Bonavista,CA,2022-05-21 04:59:13,48.6499,-53.1147,40.73,78,0,5.48
423,Zhanaozen,KZ,2022-05-21 04:59:13,43.3,52.8,59.86,54,40,19.86
424,Kudahuvadhoo,MV,2022-05-21 04:59:14,2.6708,72.8944,83.5,75,58,10.33
425,Beyneu,KZ,2022-05-21 04:59:14,45.3167,55.2,59.36,50,91,23.29
426,Umtata,ZA,2022-05-21 04:59:14,-31.5889,28.7844,51.91,95,100,4.76
427,Nioro,GM,2022-05-21 04:59:15,13.35,-15.75,74.03,73,54,6.49
428,Tacoronte,ES,2022-05-21 04:57:26,28.4769,-16.4102,63.25,91,100,18.99
429,Ballina,AU,2022-05-21 04:59:15,-28.8667,153.5667,61.79,80,100,13.87
430,Sao Domingos,BR,2022-05-21 04:59:15,-13.3983,-46.3183,58.51,51,81,4.45
431,Talara,PE,2022-05-21 04:59:16,-4.5772,-81.2719,67.39,81,68,10.42
432,Mahanoro,MG,2022-05-21 04:59:16,-19.9,48.8,72.23,71,2,4.9
433,Vestmannaeyjar,IS,2022-05-21 04:59:16,63.4427,-20.2734,48.29,81,96,11.41
434,Viedma,AR,2022-05-21 04:59:17,-40.8135,-62.9967,54.01,50,0,14.27
435,Maloy,NO,2022-05-21 04:59:17,61.9353,5.1136,49.73,95,100,9.1
436,Yar-Sale,RU,2022-05-21 04:59:17,66.8333,70.8333,33.69,83,100,19.44
437,Isla Mujeres,MX,2022-05-21 04:59:18,21.2311,-86.731,82.17,86,37,17.9
438,Mecca,SA,2022-05-21 04:59:18,21.4267,39.8261,100.31,6,1,4.14
439,Peniche,PT,2022-05-21 04:59:18,39.3558,-9.3811,71.29,79,97,8.19
440,High Level,CA,2022-05-21 04:59:19,58.5169,-117.136,51.91,32,20,3.44
441,Sibu,MY,2022-05-21 04:59:19,2.3,111.8167,86.31,70,40,3.44
442,Baghdad,IQ,2022-05-21 04:59:20,33.3406,44.4009,75.11,22,91,14.97
443,Maniitsoq,GL,2022-05-21 04:59:20,65.4167,-52.9,35.19,73,100,5.44
444,Korhogo,CI,2022-05-21 04:59:20,9.45,-5.6333,73.0,89,24,7.07
445,Bafq,IR,2022-05-21 04:59:21,31.6128,55.4107,89.64,9,0,5.35
446,North Platte,US,2022-05-21 04:59:21,41.1239,-100.7654,46.11,60,100,11.99
447,Tuy Hoa,VN,2022-05-21 04:59:21,13.0833,109.3,85.08,69,95,4.23
448,Monduli,TZ,2022-05-21 04:59:22,-3.3,36.45,60.69,85,100,4.43
449,San Patricio,US,2022-05-21 04:59:22,28.017,-97.5169,80.85,81,42,19.13
450,Semey,KZ,2022-05-21 04:59:22,50.4111,80.2275,79.02,22,0,13.42
451,Calama,CL,2022-05-21 04:59:23,-22.4667,-68.9333,45.09,24,0,16.11
452,Kirakira,SB,2022-05-21 04:59:23,-10.4544,161.9205,83.64,72,59,6.4
453,Zacualpan,MX,2022-05-21 04:59:23,21.25,-105.1667,74.07,74,0,3.15
454,Hailun,CN,2022-05-21 04:59:24,47.45,126.9333,71.47,31,30,15.05
455,Dudinka,RU,2022-05-21 04:59:24,69.4058,86.1778,43.63,92,98,11.07
456,Asosa,ET,2022-05-21 04:59:24,10.0667,34.5333,70.56,63,88,3.65
457,Konevo,RU,2022-05-21 05:00:32,62.1215,39.3192,38.59,58,52,6.04
458,Hualmay,PE,2022-05-21 05:00:39,-11.0964,-77.6139,64.11,92,73,8.7
459,Arinos,BR,2022-05-21 05:00:48,-15.9169,-46.1056,50.38,57,16,1.01
460,Armidale,AU,2022-05-21 05:01:08,-30.5167,151.65,52.45,79,100,11.86
461,Tottori,JP,2022-05-21 05:01:15,35.5,134.2333,65.1,72,100,6.11
462,Juneau,US,2022-05-21 05:00:20,58.3019,-134.4197,56.1,57,5,4.72
463,Buin,CL,2022-05-21 05:01:22,-33.7333,-70.75,56.73,73,0,4.09
464,Olivenza,ES,2022-05-21 05:01:29,38.6832,-7.103,72.32,32,100,2.66
465,San Cristobal,VE,2022-05-21 05:01:35,7.7669,-72.225,64.33,89,11,3.24
466,Gualeguaychu,AR,2022-05-21 05:01:42,-33.0094,-58.5172,49.89,90,62,7.92
467,Mitsamiouli,KM,2022-05-21 05:01:46,-11.3847,43.2844,79.88,67,60,4.9
468,Itarema,BR,2022-05-21 05:01:52,-2.9248,-39.9167,75.25,89,60,4.12
469,Diamantino,BR,2022-05-21 05:01:54,-14.4086,-56.4461,55.2,54,68,2.62
470,Campbellton,CA,2022-05-21 05:01:55,48.0075,-66.6727,47.26,93,100,2.37
471,Linfen,CN,2022-05-21 05:01:56,36.0889,111.5189,86.85,22,100,0.69
472,Mujiayingzi,CN,2022-05-21 05:01:57,42.1167,118.7833,88.34,10,45,10.4
473,Moron,AR,2022-05-21 05:00:10,-34.6534,-58.6198,56.01,84,100,6.35
474,Topeka,US,2022-05-21 05:00:51,39.0483,-95.678,61.18,61,0,10.36
475,Chikitigarh,IN,2022-05-21 05:01:58,19.2,84.6167,100.38,40,92,7.63
476,Kaoma,ZM,2022-05-21 05:01:59,-14.7833,24.8,59.68,55,5,2.73
477,Hofn,IS,2022-05-21 05:01:59,64.2539,-15.2082,47.39,95,100,10.87
478,Bandarbeyla,SO,2022-05-21 05:01:59,9.4942,50.8122,88.81,54,74,22.37
479,Bani Walid,LY,2022-05-21 05:02:00,31.7566,13.9942,59.2,70,0,2.35
480,Alta Floresta,BR,2022-05-21 04:57:29,-9.8756,-56.0861,61.9,74,87,2.42
481,Luanda,AO,2022-05-21 05:02:01,-8.8368,13.2343,71.6,88,75,4.61
482,Lasa,IT,2022-05-21 05:02:01,46.6166,10.7002,57.36,79,83,4.99
483,Hoi An,VN,2022-05-21 05:02:01,15.8794,108.335,87.76,78,100,6.22
484,Oranjemund,NA,2022-05-21 05:02:02,-28.55,16.4333,50.32,88,5,4.27
485,Kismayo,SO,2022-05-21 05:02:03,-0.3582,42.5454,81.1,77,62,14.52
486,Puqi,CN,2022-05-21 05:02:03,29.7167,113.8833,75.52,64,96,5.41
487,Fukuma,JP,2022-05-21 05:02:03,33.7667,130.4667,79.16,52,31,10.69
488,Poindimie,NC,2022-05-21 05:02:04,-20.9333,165.3333,78.84,80,31,15.05
489,Ibirapitanga,BR,2022-05-21 05:02:05,-14.1642,-39.3736,58.32,84,12,2.62
490,Carballo,ES,2022-05-21 05:02:05,43.213,-8.691,65.01,94,61,3.51
491,Serenje,ZM,2022-05-21 05:02:05,-13.2325,30.2352,59.05,85,31,1.21
492,Sioux Lookout,CA,2022-05-21 05:02:06,50.1001,-91.917,33.87,93,100,3.44
493,Tornio,FI,2022-05-21 05:02:06,65.8481,24.1466,46.42,72,100,6.64
494,Methoni,GR,2022-05-21 05:02:07,36.8197,21.7049,65.21,48,0,4.09
495,Arequipa,PE,2022-05-21 05:00:30,-16.3989,-71.535,55.81,46,75,0.56
496,Tucupita,VE,2022-05-21 05:02:07,9.0622,-62.051,71.01,93,2,2.51
497,San Carlos,VE,2022-05-21 05:01:31,9.6612,-68.5827,76.98,69,44,3.0
498,Hurricane,US,2022-05-21 05:02:08,37.1753,-113.2899,61.27,21,9,10.07
499,Gobabis,NA,2022-05-21 05:02:08,-22.45,18.9667,34.38,65,0,12.53
500,Bembereke,BJ,2022-05-21 05:03:08,10.2283,2.6634,73.98,81,97,5.64
501,Mandalgovi,MN,2022-05-21 05:03:09,45.7625,106.2708,76.55,15,44,5.91
502,Inzhavino,RU,2022-05-21 05:03:09,52.3185,42.4937,46.6,58,27,5.35
503,Whitianga,NZ,2022-05-21 05:03:10,-36.8333,175.7,58.91,69,39,17.6
504,Gat,IL,2022-05-21 05:03:10,31.61,34.7642,85.78,26,87,16.91
505,Genhe,CN,2022-05-21 05:03:10,50.7833,121.5167,63.72,31,80,7.92
506,Sonoma,US,2022-05-21 05:03:11,38.55,-122.9011,66.6,59,0,3.44
507,Thinadhoo,MV,2022-05-21 05:03:11,0.5333,72.9333,83.17,72,59,8.61
508,Benjamin Constant,BR,2022-05-21 05:03:11,-4.3831,-70.0311,69.93,97,34,1.7
509,Buchanan,LR,2022-05-21 04:59:11,5.8808,-10.0467,76.37,90,100,5.59
510,Erdenet,MN,2022-05-21 05:03:12,49.0333,104.0833,76.95,22,11,9.04
511,Svay Rieng,KH,2022-05-21 05:03:12,11.0879,105.7993,91.13,54,100,12.26
512,Jinka,ET,2022-05-21 05:03:12,5.65,36.65,67.03,80,73,3.18
513,Iskateley,RU,2022-05-21 05:03:13,67.6803,53.1512,30.18,76,100,12.95
514,Manacapuru,BR,2022-05-21 05:03:13,-3.2997,-60.6206,72.57,83,96,0.43
515,Natal,BR,2022-05-21 05:03:14,-5.795,-35.2094,75.85,100,40,6.91
516,Nisia Floresta,BR,2022-05-21 05:03:14,-6.0911,-35.2086,76.01,94,27,6.04
517,Koungou,YT,2022-05-21 05:03:14,-12.7336,45.2042,80.31,78,75,10.36
518,Padang,ID,2022-05-21 05:00:35,-0.9492,100.3543,86.05,64,96,5.7
519,Puerto Madryn,AR,2022-05-21 05:03:15,-42.7692,-65.0385,54.46,51,0,11.5
520,Shenjiamen,CN,2022-05-21 05:03:15,29.9576,122.298,66.15,85,99,9.24
521,Belmonte,BR,2022-05-21 05:03:16,-15.8631,-38.8828,68.81,70,13,5.55
522,Belyy Yar,RU,2022-05-21 05:03:16,53.6039,91.3903,76.89,27,0,13.42
523,La Primavera,CO,2022-05-21 05:03:16,5.4906,-70.4092,72.79,92,96,5.79
524,Port Hedland,AU,2022-05-21 05:03:17,-20.3167,118.5667,89.65,43,40,10.36
525,Aksarka,RU,2022-05-21 05:03:17,66.5606,67.7975,33.24,87,99,20.45
526,Caravelas,BR,2022-05-21 05:03:17,-17.7125,-39.2481,67.68,73,0,3.0
527,Porto Santo,PT,2022-05-21 05:03:18,33.072,-16.3415,64.78,77,40,12.66
528,Prince Rupert,CA,2022-05-21 05:03:18,54.3161,-130.3201,49.26,87,9,2.19
529,Jalu,LY,2022-05-21 05:03:18,29.0331,21.5482,64.06,43,0,6.8
530,Simao,CN,2022-05-21 05:03:19,22.7886,100.9748,65.05,99,100,0.16
531,Galmaarden,BE,2022-05-21 05:03:19,50.7517,3.9933,54.28,92,55,1.99
532,Mizan Teferi,ET,2022-05-21 05:03:19,6.9833,35.5833,67.39,85,60,2.15
533,Yabelo,ET,2022-05-21 05:03:20,4.8833,38.0833,60.73,81,91,10.42
534,Tual,ID,2022-05-21 05:03:20,-5.6667,132.75,84.49,69,41,19.04
535,Grand Gaube,MU,2022-05-21 05:03:20,-20.0064,57.6608,78.39,63,53,8.99
536,Porto Novo,BJ,2022-05-21 05:03:21,6.4965,2.6036,78.13,87,100,5.75
537,Olafsvik,IS,2022-05-21 05:03:21,64.8945,-23.7142,45.64,88,97,11.03
538,Alugan,PH,2022-05-21 05:03:21,12.2188,125.4808,84.42,74,100,11.63
539,Evensk,RU,2022-05-21 05:03:21,61.95,159.2333,43.86,73,91,1.16
540,Praia,CV,2022-05-21 05:03:22,14.9215,-23.5087,69.69,86,69,11.99
541,Medvezhyegorsk,RU,2022-05-21 05:03:22,62.9167,34.4667,39.97,53,87,5.73
542,New Ulm,US,2022-05-21 05:03:52,44.3125,-94.4605,47.43,67,100,20.71
543,Khani,GE,2022-05-21 05:04:23,41.9563,42.9566,45.97,96,100,2.13
544,Lodja,CD,2022-05-21 05:04:23,-3.4833,23.4333,71.01,92,98,1.39
545,Ibra,OM,2022-05-21 05:02:24,22.6906,58.5334,94.44,23,30,2.62
546,Makinsk,KZ,2022-05-21 05:04:23,52.6292,70.4169,75.18,28,62,19.82
547,Jawar,IN,2022-05-21 05:04:24,23.0,76.5,95.13,29,0,17.02
548,Cayenne,GF,2022-05-21 05:00:08,4.9333,-52.3333,74.08,1,100,0.0
549,Bhag,PK,2022-05-21 05:04:24,29.0415,67.8239,104.34,4,0,6.89
550,Dwarka,IN,2022-05-21 05:04:25,22.2394,68.9678,84.83,74,1,20.56
551,Tonantins,BR,2022-05-21 05:04:25,-2.8731,-67.8022,69.91,91,69,0.96
552,Bati,ET,2022-05-21 05:04:25,11.1833,40.0167,78.01,18,87,0.34
553,Cukai,MY,2022-05-21 05:04:26,4.25,103.4167,88.59,63,77,6.76
554,Paranaiba,BR,2022-05-21 05:04:26,-19.6772,-51.1908,50.36,63,0,3.13
555,Apatou,GF,2022-05-21 05:04:26,5.155,-54.3472,72.82,100,100,2.8
556,Taonan,CN,2022-05-21 05:04:27,45.3333,122.7833,82.72,17,29,3.98
557,Rassvet,RU,2022-05-21 05:04:27,46.8333,40.75,58.33,87,100,24.61
